medicine_name,manufacturer,composition,packaging,price(Rs.)
Amoxxr 40,Glenmark,amoxicillin(400 mg),10 tablets,145.76
Augxr 500,Novartis India,gabapentin(20 mg),10 capsules,149.99
Metsol 500,Zydus Cadila,domperidone 250mg,5 ml,417.37
Cetforte 250,Sun Pharma,Cetirizine 200  mg,5 ml,369.46
Amoxsol 20,Sun Pharma,Ibuprofen (200mg),5 ml,550.81
Cetxr 250,GSK India,Montelukast (20 mg),6 tablets,445.03
Azeecin 1000,Alkem Labs,Alprazolam 10  mg,1 bottle,129.45
Metcin 20,Zydus Cadila,metformin(400 mg),15 tablets,280.55
Augcin 40,Intas Pharma,VITAMIN D3-400mg,1 bottle,414.95
Azeexr 500,Sun Pharma,Ondansetron (20mg),10 capsules,247.03
Clavxr 250,Wockhardt,Ranitidine (5 mg),10 capsules,16.15
Clavcin 1000,Mankind Pharma,Alprazolam (5 mg),1 bottle,438.33
Bruds 250,Sanofi India,telmisartan 1000 mg,10 tablets,409.15
Augod 10,Dabur Pharma,glimepiride(10mg),5 ml,12.97
Panod 20,Novartis India,clonazepam 5mg,6 tablets,549.16
Panplus 20,Novartis India,Losartan 5  mg,10 capsules,154.04
Cetxr 250,Pfizer India,Levothyroxine 400  mg,6 tablets,116.22
Bruplus 250,Wockhardt,Alprazolam 250 mg,6 tablets,197.54
Augds 250,Sun Pharma,SERTRALINE-100mg,10 capsules,506.38
Bruds 20,Lupin,Clopidogrel 400 mg,15 tablets,301.92
Omesol 40,Novartis India,Clopidogrel 250  mg,6 tablets,442.53
Cetplus 10,Glenmark,Pantoprazole 10 mg,1 bottle,359.77
Cetsr 500,GSK India,Aspirin (5mg),10 capsules,0.0
Pands 1000,Wockhardt,Zinc sulphate 40  mg,15 tablets,496.35
Omeforte 10,Sun Pharma,telmisartan 1000 mg,5 ml,273.82
Bruforte 40,Glenmark,azithromycin(40 mg),5 ml,82.13
Bruxr 10,Glenmark,montelukast 20mg,10 capsules,111.32
Clavplus 250,Wockhardt,TRAMADOL-40mg,1 bottle,0.0
Cetsr 40,Abbott India,Levothyroxine (200mg),10 capsules,555.1
Cetsol 20,Abbott India,GABAPENTIN-5mg,10 capsules,402.51
Azeexr 500,Wockhardt,metoprolol 500 mg,6 tablets,341.29
Augplus 40,Aurobindo Pharma,metformin 400mg,30 tablets,336.35
Brucap 10,Himalaya,fluoxetine 1000mg,15 tablets,145.23
Bruxr 1000,Zydus Cadila,Amoxicillin (500mg),5 ml,
Panod 250,Dabur Pharma,fexofenadine 1000mg,5 ml,11.76
Amoxsol 250,Intas Pharma,rosuvastatin 200 mg,30 tablets,40.37
Amoxcap 250,GSK India,TELMISARTAN-1000mg,6 tablets,547.51
Augsol 250,Himalaya,amlodipine(250 mg),10 capsules,303.45
Omecin 40,Aurobindo Pharma,levocetirizine 1000 mg,10 capsules,272.88
Metplus 250,GSK India,Ondansetron (1000mg),10 tablets,386.48
Bruplus 500,Zydus Cadila,LEVOCETIRIZINE-200mg,1 bottle,191.59
Dolocin 1000,Wockhardt,LEVOCETIRIZINE-250mg,6 tablets,584.11
Cetds 1000,Wockhardt,Losartan (1000mg),10 tablets,423.06
Clavds 10,Glenmark,Pregabalin 400  mg,30 tablets,554.44
Cetds 40,Hetero Drugs,Metformin (200mg),30 tablets,472.45
Metcin 40,Torrent Pharma,Metformin 10 mg,6 tablets,153.69
Amoxsol 500,Intas Pharma,fluoxetine 20 mg,6 tablets,467.22
Augplus 40,Sanofi India,Montelukast 500  mg,1 bottle,39.85
Amoxod 10,Aurobindo Pharma,tramadol 20mg,6 tablets,97.0
Panxr 10,Lupin,alprazolam 5mg,10 capsules,379.67
Azeeplus 1000,Himalaya,ibuprofen(500mg),1 bottle,590.7
Amoxcap 250,Aurobindo Pharma,Methylcobalamin (400mg),6 tablets,84.18
Azeeod 250,Mankind Pharma,Rosuvastatin (40 mg),30 tablets,9.04
Azeeplus 500,Hetero Drugs,Methylcobalamin (200 mg),5 ml,164.58
Metplus 1000,Abbott India,ROSUVASTATIN-10mg,30 tablets,41.08
Metod 1000,Alkem Labs,Alprazolam 250 mg,10 tablets,369.33
Pansr 500,Glenmark,diclofenac 400 mg,10 capsules,598.11
Omecap 10,Lupin,Clonazepam (40mg),5 ml,190.67
Augds 20,Torrent Pharma,alprazolam 1000mg,30 tablets,353.51
Pansr 250,Cipla,Tramadol 500 mg,30 tablets,376.06
Augxr 500,Alkem Labs,Ondansetron 20 mg,15 tablets,559.55
Cetcin 10,Glenmark,Domperidone 20 mg,1 bottle,0.0
Metsr 20,Sanofi India,Fluoxetine 500 mg,10 capsules,555.37
Brusol 10,Himalaya,pantoprazole(5mg),10 capsules,342.9
Clavds 40,Lupin,esomeprazole 200mg,5 ml,140.92
Cetod 250,Mankind Pharma,methylcobalamin(20mg),1 bottle,67.56
Amoxsr 20,Mankind Pharma,levothyroxine 200 mg,1 bottle,500.06
Omesr 20,Alkem Labs,ESOMEPRAZOLE-250mg,15 tablets,564.94
Omeod 10,Glenmark,Doxycycline 100 mg,1 bottle,451.67
Pancin 500,Sun Pharma,Metformin (20mg),5 ml,303.24
Panforte 250,Pfizer India,methylcobalamin(500 mg),10 tablets,384.81
Panforte 500,Lupin,METFORMIN-10mg,10 capsules,533.18
Clavcap 40,Novartis India,CALCIUM CARBONATE-5mg,1 bottle,523.63
Clavsr 1000,Aurobindo Pharma,RABEPRAZOLE-40mg,10 capsules,123.11
Cetcin 10,Novartis India,PANTOPRAZOLE-200mg,1 bottle,200.5
Omeod 40,Dabur Pharma,montelukast 100mg,30 tablets,342.18
Metds 1000,Torrent Pharma,METHYLCOBALAMIN-1000mg,6 tablets,11.75
Dolosr 500,Dr Reddy,Metoprolol 40  mg,5 ml,402.13
Cetforte 250,Lupin,diclofenac 500mg,10 capsules,
Cetcin 10,Wockhardt,domperidone(1000mg),1 bottle,218.24
Bruxr 40,Dr Reddy,Esomeprazole 10  mg,10 capsules,
Amoxcin 250,Torrent Pharma,Omeprazole (250 mg),15 tablets,8.6
Doloxr 40,Intas Pharma,Clopidogrel 20  mg,1 bottle,508.83
Augsr 1000,Himalaya,TRAMADOL-5mg,6 tablets,0.0
Pancap 500,Glenmark,paracetamol(10 mg),10 capsules,152.25
Augcin 10,Intas Pharma,Fexofenadine (40mg),6 tablets,504.01
Panforte 500,Abbott India,Clopidogrel 400 mg,5 ml,467.41
Brucap 20,Sanofi India,Calcium carbonate 250 mg,10 tablets,127.82
Omecin 10,Cipla,rabeprazole 10mg,1 bottle,243.66
Panplus 250,Glenmark,Fexofenadine (20 mg),10 capsules,78.82
Mettab 20,Wockhardt,sertraline(20 mg),6 tablets,348.55
Amoxod 10,Novartis India,Methylcobalamin (1000 mg),1 bottle,497.82
Augds 20,Sanofi India,Alprazolam (400mg),6 tablets,192.09
Metsr 1000,Zydus Cadila,gabapentin(5 mg),30 tablets,376.06
Azeecap 40,Pfizer India,GABAPENTIN-10mg,30 tablets,146.72
Augforte 20,Glenmark,Methylcobalamin (20 mg),30 tablets,0.0
Cettab 250,Pfizer India,Domperidone 5 mg,5 ml,502.49
Cetds 500,Sun Pharma,clonazepam 1000mg,10 capsules,568.89
Bruforte 250,Pfizer India,CALCIUM CARBONATE-10mg,10 tablets,344.2
Metsr 20,Himalaya,doxycycline 10mg,1 bottle,58.79
Omesol 10,Lupin,zinc sulphate 1000mg,10 capsules,
Amoxplus 20,Wockhardt,diclofenac 500mg,6 tablets,162.94
Metod 1000,Lupin,gabapentin 1000mg,10 capsules,545.41
Azeeod 250,Mankind Pharma,omeprazole(1000mg),1 bottle,20.5
Amoxplus 250,Dr Reddy,metformin(10 mg),5 ml,261.91
Augcap 20,GSK India,Rabeprazole (10mg),5 ml,172.76
Azeeforte 20,Sun Pharma,sertraline(500mg),30 tablets,
Dolosr 500,Himalaya,Zinc sulphate 40  mg,6 tablets,0.0
Omeds 10,Dr Reddy,CIPROFLOXACIN-500mg,30 tablets,62.68
Amoxsr 10,Intas Pharma,FEXOFENADINE-40mg,10 capsules,164.27
Dolotab 20,Alkem Labs,vitamin d3(500 mg),15 tablets,346.97
Cetcap 10,Torrent Pharma,ONDANSETRON-400mg,10 capsules,552.25
Cetxr 20,Himalaya,metformin 400 mg,30 tablets,110.0
Azeecap 250,Torrent Pharma,ESOMEPRAZOLE-200mg,30 tablets,150.7
Amoxtab 40,Aurobindo Pharma,Levothyroxine 250  mg,10 capsules,579.65
Metcap 500,Hetero Drugs,zinc sulphate 400 mg,5 ml,0.0
Dolocap 1000,Lupin,DOXYCYCLINE-40mg,1 bottle,96.59
Metod 1000,Zydus Cadila,telmisartan 400mg,10 tablets,480.23
Pansr 500,Mankind Pharma,Fexofenadine 250  mg,10 capsules,
Amoxds 500,Sanofi India,losartan 250 mg,10 tablets,370.96
Doloforte 20,Aurobindo Pharma,gabapentin(40mg),15 tablets,268.89
Dolods 10,Mankind Pharma,Diclofenac 250 mg,6 tablets,436.58
Cetxr 500,Zydus Cadila,esomeprazole(500 mg),5 ml,455.39
Omeforte 500,Sun Pharma,levocetirizine 20 mg,10 tablets,511.27
Amoxsr 10,Lupin,ibuprofen 5mg,5 ml,555.52
Augtab 500,Alkem Labs,Gabapentin 5  mg,6 tablets,592.45
Dolosol 20,Sun Pharma,sertraline(250mg),5 ml,117.11
Clavxr 1000,Abbott India,ATORVASTATIN-40mg,6 tablets,276.12
Omecap 40,Intas Pharma,fluoxetine 1000 mg,30 tablets,201.99
Amoxxr 1000,Alkem Labs,metoprolol(250mg),5 ml,408.55
Pansr 250,Alkem Labs,Methylcobalamin (1000 mg),10 capsules,338.93
Clavplus 1000,Alkem Labs,fexofenadine(200 mg),10 capsules,51.95
Cettab 10,Zydus Cadila,clonazepam(5mg),10 capsules,94.26
Azeeforte 40,Mankind Pharma,rabeprazole 250mg,1 bottle,301.26
Bruod 1000,Sun Pharma,ASPIRIN-10mg,30 tablets,393.59
Clavplus 250,Himalaya,Ranitidine (250 mg),1 bottle,90.98
Azeexr 250,Novartis India,Gabapentin (200 mg),10 capsules,318.97
Cetsol 40,Dabur Pharma,tramadol 10mg,6 tablets,244.95
Azeeplus 1000,Glenmark,alprazolam(250mg),10 capsules,470.98
Brusr 10,Alkem Labs,Fluoxetine (20mg),15 tablets,513.38
Azeecin 1000,Dr Reddy,ciprofloxacin(1000mg),6 tablets,145.9
Doloxr 20,Himalaya,Amoxicillin 200  mg,1 bottle,431.85
Azeesr 1000,Dr Reddy,Azithromycin (400 mg),5 ml,281.89
Dolood 40,Mankind Pharma,Ciprofloxacin (10mg),1 bottle,268.93
Augds 250,Zydus Cadila,Amlodipine (5mg),10 tablets,273.08
Azeeds 250,Glenmark,Aspirin 20 mg,10 capsules,524.75
Amoxtab 10,Alkem Labs,Pantoprazole 250 mg,10 tablets,211.69
Panod 1000,Himalaya,ondansetron(1000mg),10 tablets,
Dolotab 500,Mankind Pharma,atorvastatin(20 mg),5 ml,243.0
Augcin 500,Alkem Labs,Gabapentin (250mg),6 tablets,25.7
Amoxxr 20,Dr Reddy,Omeprazole (100mg),5 ml,237.41
Augcap 250,GSK India,Ondansetron 500 mg,15 tablets,382.6
Metforte 500,Wockhardt,Methylcobalamin (400 mg),6 tablets,
Omecin 1000,Zydus Cadila,Ondansetron 40 mg,30 tablets,507.11
Omeforte 250,Cipla,AZITHROMYCIN-40mg,30 tablets,
Clavcap 1000,Cipla,ONDANSETRON-20mg,5 ml,585.47
Dolosol 500,Wockhardt,domperidone(250 mg),1 bottle,341.57
Metod 250,Torrent Pharma,Clonazepam 500  mg,15 tablets,
Brucap 40,Intas Pharma,paracetamol(250mg),10 tablets,231.3
Omeplus 10,Abbott India,montelukast(10 mg),6 tablets,222.73
Dolods 40,Hetero Drugs,ciprofloxacin 200 mg,5 ml,407.91
Omeod 250,Lupin,Glimepiride (40mg),10 capsules,91.14
Clavcin 10,Sanofi India,rosuvastatin(10mg),10 capsules,448.52
Omeod 500,Pfizer India,Fluoxetine (500 mg),30 tablets,238.81
Brucap 40,Aurobindo Pharma,rosuvastatin 250mg,10 tablets,94.06
Bruds 40,Wockhardt,glimepiride(5mg),30 tablets,523.27
Amoxds 10,Zydus Cadila,Fluoxetine (40mg),10 tablets,0.0
Augxr 1000,Abbott India,ciprofloxacin 1000 mg,30 tablets,60.33
Dolosol 250,Pfizer India,sertraline(10mg),30 tablets,519.27
Clavcin 10,Cipla,Paracetamol (400 mg),15 tablets,433.59
Augcap 20,Zydus Cadila,levothyroxine 10 mg,5 ml,158.49
Amoxforte 250,Sanofi India,zinc sulphate(250mg),15 tablets,389.83
Metxr 250,Zydus Cadila,Montelukast (20 mg),5 ml,268.3
Cetforte 1000,Mankind Pharma,FEXOFENADINE-250mg,30 tablets,545.58
Cetcap 20,Pfizer India,Domperidone (200mg),1 bottle,24.67
Pantab 10,Torrent Pharma,atorvastatin 40 mg,6 tablets,154.42
Azeetab 10,Novartis India,rosuvastatin 400 mg,15 tablets,119.25
Azeecap 20,Lupin,zinc sulphate(1000 mg),10 tablets,258.58
Bruplus 40,Aurobindo Pharma,Cetirizine (20mg),30 tablets,250.01
Cetforte 250,Hetero Drugs,losartan(20 mg),1 bottle,336.61
Clavcap 1000,Himalaya,ATORVASTATIN-100mg,10 capsules,0.0
Omecin 500,Sanofi India,VITAMIN D3-200mg,1 bottle,316.41
Cetforte 40,Sanofi India,CETIRIZINE-200mg,6 tablets,0.0
Clavtab 20,Glenmark,Ranitidine 400  mg,5 ml,459.43
Metod 250,Mankind Pharma,clonazepam 500mg,10 capsules,
Azeesol 250,Sun Pharma,FEXOFENADINE-40mg,6 tablets,142.38
Bruod 500,Pfizer India,Cetirizine 10  mg,5 ml,420.06
Augtab 20,Sun Pharma,azithromycin 250mg,5 ml,279.25
Bruod 250,Torrent Pharma,glimepiride 100mg,10 tablets,534.66
Amoxsol 250,Novartis India,FEXOFENADINE-40mg,6 tablets,464.85
Dolood 10,Wockhardt,Esomeprazole 10  mg,10 capsules,377.96
Cetplus 500,GSK India,LEVOCETIRIZINE-400mg,15 tablets,0.0
Bruxr 1000,Cipla,zinc sulphate(1000mg),30 tablets,412.48
Pansr 10,Intas Pharma,LOSARTAN-1000mg,15 tablets,314.87
Azeetab 40,Aurobindo Pharma,Methylcobalamin 5  mg,5 ml,382.77
Pancap 40,GSK India,Omeprazole (200 mg),5 ml,166.67
Metds 250,Alkem Labs,aspirin 20 mg,1 bottle,47.89
Dolosr 40,Dr Reddy,losartan 5mg,15 tablets,78.64
Amoxsr 10,Lupin,Levocetirizine (10mg),6 tablets,555.72
Metforte 1000,GSK India,losartan(20 mg),5 ml,79.66
Ometab 10,Pfizer India,rosuvastatin 10 mg,15 tablets,311.02
Azeeds 20,Sun Pharma,Ondansetron 400 mg,10 tablets,166.97
Omexr 1000,GSK India,montelukast 400 mg,10 capsules,0.0
Clavcin 40,Dr Reddy,clonazepam 500mg,10 capsules,84.88
Omesr 500,Mankind Pharma,ranitidine(400 mg),1 bottle,163.28
Mettab 1000,Wockhardt,GABAPENTIN-20mg,5 ml,341.87
Metds 40,Zydus Cadila,DOMPERIDONE-20mg,10 capsules,
Clavtab 40,Abbott India,ciprofloxacin(250mg),30 tablets,55.9
Bruds 250,Alkem Labs,Vitamin d3 40 mg,10 capsules,128.45
Azeetab 1000,Novartis India,Amlodipine 40 mg,10 tablets,212.45
Cettab 500,Abbott India,esomeprazole(5 mg),10 tablets,243.33
Augds 10,Intas Pharma,aspirin(400mg),10 tablets,246.97
Amoxds 20,Mankind Pharma,Calcium carbonate 250 mg,1 bottle,
Omecap 20,GSK India,Vitamin d3 1000 mg,10 capsules,310.35
Pands 500,Himalaya,ciprofloxacin 400 mg,15 tablets,579.6
Dolosol 20,Wockhardt,clonazepam 10mg,10 capsules,195.49
Augcap 40,Mankind Pharma,CLONAZEPAM-20mg,10 tablets,185.9
Panxr 10,Mankind Pharma,Omeprazole 250  mg,15 tablets,335.1
Omecap 20,Dr Reddy,Rabeprazole (40 mg),30 tablets,0.0
Azeesol 10,Mankind Pharma,Glimepiride (20 mg),10 tablets,83.87
Augds 40,Alkem Labs,CLOPIDOGREL-1000mg,5 ml,585.3
Panxr 500,Pfizer India,Ciprofloxacin 20 mg,1 bottle,369.84
Clavcin 10,Novartis India,Atorvastatin 400 mg,10 capsules,220.96
Metxr 10,Torrent Pharma,levocetirizine(200 mg),6 tablets,559.44
Dolosol 1000,Sanofi India,Esomeprazole (10 mg),30 tablets,293.26
Clavplus 1000,Zydus Cadila,clonazepam(500 mg),6 tablets,307.02
Azeeod 500,Intas Pharma,Alprazolam 5 mg,30 tablets,120.54
Dolocin 500,Torrent Pharma,AMOXICILLIN-100mg,30 tablets,216.03
Azeecap 20,GSK India,Metformin (20mg),5 ml,205.06
Augxr 500,Sun Pharma,Atorvastatin (1000 mg),15 tablets,
Amoxtab 40,Alkem Labs,alprazolam 250mg,1 bottle,100.8
Omecin 20,Glenmark,Paracetamol 5  mg,30 tablets,252.62
Azeesol 20,GSK India,Vitamin D3 (20 mg),5 ml,476.1
Augforte 20,Mankind Pharma,Zinc Sulphate (100mg),6 tablets,180.23
Dolosr 1000,Hetero Drugs,Ondansetron 500  mg,30 tablets,316.68
Doloxr 250,Sun Pharma,Atorvastatin 250 mg,5 ml,523.9
Clavxr 250,Lupin,doxycycline 5 mg,10 tablets,469.06
Omesr 10,Glenmark,Azithromycin (10 mg),15 tablets,248.28
Clavtab 20,Dabur Pharma,Glimepiride 500  mg,1 bottle,58.1
Doloplus 10,Pfizer India,rabeprazole 20 mg,30 tablets,472.9
Metds 20,Hetero Drugs,Ranitidine (10 mg),15 tablets,101.18
Pands 40,Aurobindo Pharma,vitamin d3(10 mg),1 bottle,470.59
Azeecin 1000,Glenmark,Azithromycin 5  mg,10 capsules,71.92
Dolotab 500,Pfizer India,ciprofloxacin(100mg),30 tablets,482.78
Cetcap 40,Cipla,aspirin(20 mg),5 ml,447.51
Cettab 500,Alkem Labs,calcium carbonate 100mg,10 tablets,170.61
Doloxr 10,GSK India,Diclofenac (250mg),15 tablets,470.73
Metxr 1000,Aurobindo Pharma,Amlodipine (400mg),6 tablets,272.47
Omesol 10,Cipla,Atorvastatin (500 mg),30 tablets,295.52
Cetcap 1000,Alkem Labs,fluoxetine(500 mg),6 tablets,523.2
Dolosr 20,GSK India,Omeprazole 200  mg,30 tablets,
Pancap 20,Torrent Pharma,calcium carbonate 100mg,6 tablets,425.28
Bruod 10,Sanofi India,montelukast(5mg),15 tablets,246.98
Azeeds 10,Torrent Pharma,Rabeprazole 1000  mg,5 ml,505.98
Brusol 20,GSK India,calcium carbonate(250mg),10 capsules,548.44
Clavplus 20,Himalaya,gabapentin 400mg,10 tablets,39.34
Augcap 1000,Pfizer India,TRAMADOL-200mg,10 tablets,185.69
Doloplus 10,Cipla,Pregabalin (10 mg),10 capsules,497.71
Clavsol 20,Dr Reddy,metformin 20 mg,5 ml,81.35
Pansol 1000,Mankind Pharma,aspirin(20 mg),10 capsules,253.03
Augsr 10,Hetero Drugs,azithromycin(250mg),10 capsules,8.25
Clavcap 1000,Dabur Pharma,cetirizine(5mg),15 tablets,241.06
Augsr 250,Abbott India,Sertraline 100 mg,10 tablets,315.11
Metsol 20,Dr Reddy,Diclofenac 5  mg,1 bottle,240.26
Amoxod 20,Wockhardt,PARACETAMOL-5mg,15 tablets,0.0
Amoxod 10,Hetero Drugs,Losartan 1000  mg,5 ml,275.88
Doloplus 250,Torrent Pharma,MONTELUKAST-200mg,10 capsules,86.12
Cetds 20,Dr Reddy,Metformin (400 mg),6 tablets,155.72
Panforte 500,Himalaya,Gabapentin (250mg),15 tablets,516.23
Bruod 250,Wockhardt,rosuvastatin(1000 mg),10 capsules,30.7
Amoxcin 1000,Glenmark,Doxycycline (5mg),15 tablets,536.27
Cetsr 10,Torrent Pharma,tramadol(250 mg),6 tablets,314.22
Metsol 500,Himalaya,Ranitidine 40  mg,6 tablets,149.5
Azeeplus 1000,Sun Pharma,ZINC SULPHATE-100mg,10 tablets,479.54
Dolocin 40,Himalaya,OMEPRAZOLE-10mg,5 ml,253.34
Cetxr 1000,GSK India,Gabapentin (100mg),15 tablets,497.22
Omecap 40,Intas Pharma,fexofenadine 500 mg,1 bottle,481.72
Amoxplus 40,Mankind Pharma,Telmisartan 10  mg,1 bottle,38.67
Amoxsol 1000,Dabur Pharma,alprazolam(40mg),10 tablets,589.39
Azeexr 40,Wockhardt,losartan 40mg,15 tablets,390.74
Augforte 250,Intas Pharma,omeprazole(400mg),6 tablets,152.96
Dolocin 1000,Dr Reddy,tramadol(200mg),10 capsules,421.69
Amoxxr 40,Glenmark,losartan 500mg,5 ml,215.98
Dolood 10,Lupin,Ibuprofen (10 mg),10 capsules,137.37
Amoxxr 1000,Glenmark,Paracetamol (400mg),10 capsules,142.92
Doloplus 40,Sun Pharma,telmisartan(20mg),6 tablets,17.98
Augds 10,Hetero Drugs,doxycycline(10mg),10 tablets,151.82
Amoxsol 500,Cipla,Domperidone (200 mg),15 tablets,449.64
Doloxr 500,Hetero Drugs,ibuprofen 250 mg,6 tablets,533.76
Metsol 20,Novartis India,Rabeprazole 500  mg,6 tablets,151.83
Azeeds 20,Hetero Drugs,atorvastatin(250mg),10 tablets,217.27
Augcap 40,Himalaya,Ranitidine (5 mg),30 tablets,522.49
Clavds 10,Dr Reddy,Clonazepam (5mg),10 capsules,489.66
Augplus 1000,Sun Pharma,Clonazepam 100 mg,5 ml,522.51
Augtab 20,Alkem Labs,Rabeprazole (20 mg),15 tablets,485.88
Pancap 250,Himalaya,Diclofenac (250 mg),10 capsules,295.5
Clavcin 10,Aurobindo Pharma,amlodipine 500mg,5 ml,
Augsol 20,Torrent Pharma,ondansetron(200mg),1 bottle,107.31
Omeod 10,GSK India,Losartan (200mg),15 tablets,55.78
Metxr 10,Mankind Pharma,Paracetamol (10mg),10 tablets,546.59
Brutab 40,Torrent Pharma,atorvastatin(1000 mg),15 tablets,467.76
Clavsol 1000,Sun Pharma,Telmisartan (40 mg),1 bottle,116.31
Metcin 40,Lupin,IBUPROFEN-400mg,6 tablets,11.06
Cetod 250,Dr Reddy,CLONAZEPAM-400mg,30 tablets,43.17
Azeexr 250,Alkem Labs,rabeprazole 1000 mg,10 tablets,483.29
Metcap 1000,GSK India,Aspirin 10 mg,15 tablets,234.14
Brucin 10,Aurobindo Pharma,Sertraline (10mg),10 tablets,276.9
Omeplus 250,Dabur Pharma,tramadol(5 mg),15 tablets,0.0
Amoxsr 20,Sun Pharma,tramadol(40mg),10 capsules,487.49
Doloxr 1000,Cipla,Cetirizine 10 mg,6 tablets,283.25
Dolosr 20,Pfizer India,clopidogrel 400 mg,5 ml,20.6
Amoxsr 20,Himalaya,ondansetron 20 mg,5 ml,
Amoxds 40,GSK India,VITAMIN D3-200mg,10 capsules,513.04
Metsol 1000,Intas Pharma,Amoxicillin (400 mg),30 tablets,0.0
Augcin 250,Sun Pharma,ZINC SULPHATE-400mg,5 ml,21.89
Metod 10,Pfizer India,rosuvastatin 250 mg,30 tablets,484.53
Ometab 10,Zydus Cadila,fexofenadine(5mg),30 tablets,513.43
Cettab 10,Hetero Drugs,DOMPERIDONE-500mg,10 capsules,482.49
Panplus 20,Novartis India,Ciprofloxacin (400mg),5 ml,560.47
Ometab 500,Wockhardt,paracetamol(400 mg),6 tablets,464.89
Augsr 500,Glenmark,Ciprofloxacin 500 mg,6 tablets,62.91
Azeetab 40,Sun Pharma,Ondansetron (5 mg),10 capsules,524.27
Cetxr 10,Dr Reddy,CIPROFLOXACIN-500mg,30 tablets,127.57
Bruds 40,Aurobindo Pharma,Paracetamol (20 mg),10 capsules,264.42
Dolood 1000,GSK India,montelukast 10mg,15 tablets,261.22
Dolosr 10,Glenmark,TRAMADOL-100mg,15 tablets,555.83
Omexr 40,Himalaya,FLUOXETINE-40mg,30 tablets,0.0
Amoxcin 20,Sun Pharma,Pantoprazole 400 mg,10 tablets,216.94
Clavxr 40,Lupin,diclofenac 1000mg,10 capsules,403.12
Dolood 10,GSK India,Metformin 100 mg,15 tablets,52.58
Azeeplus 250,Abbott India,CALCIUM CARBONATE-500mg,5 ml,240.98
Azeetab 1000,Mankind Pharma,Vitamin d3 250 mg,10 capsules,434.03
Dolotab 40,Novartis India,domperidone(250mg),10 tablets,317.01
Bruds 250,Abbott India,Methylcobalamin 5 mg,30 tablets,417.89
Amoxplus 250,GSK India,zinc sulphate 400mg,15 tablets,424.67
Clavxr 1000,Abbott India,gabapentin 40 mg,10 tablets,303.87
Amoxds 10,Abbott India,amlodipine(1000 mg),6 tablets,22.32
Cetds 40,Wockhardt,Vitamin D3 (250 mg),6 tablets,356.83
Augsol 500,Zydus Cadila,Clonazepam 20 mg,1 bottle,68.43
Brusol 1000,Pfizer India,cetirizine(20mg),1 bottle,12.16
Cetcap 1000,Wockhardt,Losartan 200 mg,30 tablets,245.35
Omesr 1000,Himalaya,Clopidogrel 10 mg,15 tablets,50.71
Augcin 40,Glenmark,metoprolol 400 mg,30 tablets,378.7
Azeecin 10,Glenmark,rosuvastatin 20 mg,6 tablets,254.26
Mettab 500,Novartis India,MONTELUKAST-10mg,6 tablets,0.0
Amoxds 500,Hetero Drugs,GABAPENTIN-400mg,10 capsules,385.23
Azeeds 250,Intas Pharma,LOSARTAN-500mg,5 ml,0.0
Augxr 40,Intas Pharma,DOMPERIDONE-500mg,10 tablets,499.2
Omecin 40,Himalaya,Losartan (10mg),6 tablets,67.09
Clavds 40,Mankind Pharma,Ciprofloxacin (200 mg),5 ml,147.3
Augsr 250,Lupin,Glimepiride (400 mg),15 tablets,88.19
Metod 250,Sanofi India,Cetirizine 250  mg,30 tablets,501.17
Azeecin 40,Torrent Pharma,telmisartan(40 mg),10 tablets,121.84
Panxr 1000,Himalaya,GABAPENTIN-40mg,6 tablets,498.25
Clavsol 10,Cipla,levothyroxine 400 mg,15 tablets,257.1
Pancap 500,Zydus Cadila,Levothyroxine 400  mg,10 capsules,333.68
Dolood 20,Novartis India,Levocetirizine (500mg),10 tablets,23.23
Metcin 250,Sun Pharma,Pregabalin (5 mg),6 tablets,204.65
Cetcap 250,GSK India,gabapentin(1000 mg),6 tablets,
Bruod 40,Dr Reddy,atorvastatin(500mg),5 ml,108.67
Omeforte 1000,Aurobindo Pharma,Vitamin d3 20  mg,15 tablets,48.9
Cetsr 40,Pfizer India,Vitamin D3 (400 mg),10 tablets,87.38
Metforte 20,Novartis India,CALCIUM CARBONATE-100mg,1 bottle,463.2
Azeesr 40,Himalaya,rabeprazole(5mg),5 ml,395.77
Metsol 1000,Zydus Cadila,omeprazole(500mg),5 ml,223.04
Metds 20,Torrent Pharma,METOPROLOL-5mg,1 bottle,65.69
Dolosol 250,Novartis India,ibuprofen 500 mg,1 bottle,421.33
Clavplus 250,Cipla,telmisartan(200 mg),5 ml,261.73
Azeeod 40,Pfizer India,PANTOPRAZOLE-500mg,10 capsules,440.51
Clavtab 10,Dr Reddy,Losartan (400 mg),10 capsules,378.79
Clavplus 250,GSK India,clonazepam(100mg),30 tablets,506.27
Azeecin 10,Aurobindo Pharma,ranitidine(400 mg),30 tablets,396.82
Pantab 20,Pfizer India,pregabalin 250mg,5 ml,542.84
Clavcap 1000,Zydus Cadila,levothyroxine 20 mg,6 tablets,211.56
Azeeplus 10,Sun Pharma,esomeprazole(10 mg),6 tablets,
Metxr 500,Zydus Cadila,Clopidogrel (400 mg),5 ml,169.73
Dolotab 20,Sun Pharma,Glimepiride (40 mg),15 tablets,418.03
Clavforte 10,Wockhardt,amlodipine 100mg,10 tablets,415.94
Brusol 250,Intas Pharma,Gabapentin 40  mg,1 bottle,566.8
Omecin 250,Sun Pharma,amlodipine(400 mg),10 capsules,431.94
