medicine_name,manufacturer,composition,packaging,price,cleaned_composition,manufacturer_enc
Augcap 500,Aurobindo Pharma,DOXYCYCLINE-400mg,30 tablets,188.21,doxycycline 400mg,2
Metsol 1000,Sanofi India,Cetirizine (40 mg),6 tablets,46.26,cetirizine 40mg,15
Bruxr 40,Dabur Pharma,ranitidine 200mg,6 tablets,154.69,ranitidine 200mg,4
Azeecin 1000,Alkem Labs,amoxicillin 200mg,10 capsules,423.27,amoxicillin 200mg,1
Dolotab 1000,Mankind Pharma,Gabapentin 10  mg,5 ml,14.07,gabapentin 10mg,12
Cetds 250,Dabur Pharma,Gabapentin 100 mg,10 tablets,223.98,gabapentin 100mg,4
Augsol 250,Zydus Cadila,Losartan 10  mg,30 tablets,99.63,losartan 10mg,19
Augxr 500,Himalaya,Amlodipine 20  mg,10 capsules,464.0,amlodipine 20mg,9
Augsol 40,Pfizer India,methylcobalamin(5 mg),10 tablets,138.52,methylcobalamin 5mg,14
Brutab 1000,Torrent Pharma,Cetirizine (10 mg),15 tablets,501.89,cetirizine 10mg,17
Omeforte 500,Torrent Pharma,Levocetirizine (250 mg),30 tablets,262.64,levocetirizine 250mg,17
Clavplus 40,Wockhardt,alprazolam(20mg),6 tablets,591.73,alprazolam 20mg,18
Panplus 20,Pfizer India,METHYLCOBALAMIN-10mg,10 capsules,307.54,methylcobalamin 10mg,14
Metod 10,Alkem Labs,calcium carbonate(5mg),1 bottle,559.1,calcium carbonate 5mg,1
Augplus 40,Sun Pharma,Ranitidine 40  mg,6 tablets,408.12,ranitidine 40mg,16
Omesol 1000,Wockhardt,TELMISARTAN-250mg,6 tablets,121.24,telmisartan 250mg,18
Brucap 250,Alkem Labs,rabeprazole(1000mg),15 tablets,131.03,rabeprazole 1000mg,1
Doloplus 500,Sun Pharma,Esomeprazole (500 mg),10 capsules,523.47,esomeprazole 500mg,16
Azeeds 40,Hetero Drugs,Sertraline (250 mg),1 bottle,44.56,sertraline 250mg,8
Metcap 10,Sanofi India,Ranitidine 5 mg,10 tablets,286.16,ranitidine 5mg,15
Brusr 1000,Pfizer India,Levocetirizine 20 mg,6 tablets,265.18,levocetirizine 20mg,14
Bruds 10,Intas Pharma,alprazolam(10mg),5 ml,386.98,alprazolam 10mg,10
Clavsol 250,Torrent Pharma,metoprolol 200 mg,10 capsules,127.14,metoprolol 200mg,17
Amoxod 250,Wockhardt,Fluoxetine 40 mg,10 capsules,546.62,fluoxetine 40mg,18
Cetcin 500,Alkem Labs,fexofenadine(20 mg),5 ml,52.78,fexofenadine 20mg,1
Panforte 500,Pfizer India,Doxycycline 10 mg,10 capsules,187.02,doxycycline 10mg,14
Dolotab 20,Alkem Labs,GABAPENTIN-400mg,10 tablets,17.31,gabapentin 400mg,1
Azeecin 250,Wockhardt,PARACETAMOL-40mg,15 tablets,523.81,paracetamol 40mg,18
Doloplus 40,Dr Reddy,ZINC SULPHATE-500mg,10 tablets,537.3,zinc sulphate 500mg,5
Cetcap 1000,Wockhardt,ONDANSETRON-500mg,6 tablets,518.79,ondansetron 500mg,18
Azeecap 10,Lupin,amlodipine 20mg,6 tablets,577.31,amlodipine 20mg,11
Omecin 20,Wockhardt,Aspirin (250 mg),15 tablets,179.14,aspirin 250mg,18
Cetod 20,Sun Pharma,Zinc sulphate 200  mg,1 bottle,46.06,zinc sulphate 200mg,16
Bruforte 250,Sanofi India,Rosuvastatin 40 mg,1 bottle,588.53,rosuvastatin 40mg,15
Pansr 500,Lupin,ONDANSETRON-400mg,30 tablets,286.86,ondansetron 400mg,11
Pansol 20,Alkem Labs,tramadol 1000mg,10 capsules,13.93,tramadol 1000mg,1
Pansr 250,Mankind Pharma,Metformin 250  mg,1 bottle,382.43,metformin 250mg,12
Augod 20,Glenmark,fluoxetine(100mg),6 tablets,432.03,fluoxetine 100mg,7
Azeetab 1000,Pfizer India,ATORVASTATIN-400mg,15 tablets,564.06,atorvastatin 400mg,14
Cetforte 1000,Himalaya,DOXYCYCLINE-40mg,1 bottle,30.01,doxycycline 40mg,9
Doloplus 500,GSK India,aspirin 400 mg,5 ml,387.4,aspirin 400mg,6
Azeecin 250,Torrent Pharma,montelukast(500 mg),1 bottle,289.53,montelukast 500mg,17
Bruod 20,Alkem Labs,Ranitidine 200 mg,1 bottle,151.37,ranitidine 200mg,1
Pansol 250,Dabur Pharma,Fluoxetine (20 mg),10 capsules,270.73,fluoxetine 20mg,4
Azeecin 1000,Himalaya,atorvastatin 400mg,6 tablets,122.22,atorvastatin 400mg,9
Pantab 250,Wockhardt,esomeprazole(10 mg),30 tablets,57.37,esomeprazole 10mg,18
Panxr 500,Glenmark,ZINC SULPHATE-5mg,15 tablets,591.84,zinc sulphate 5mg,7
Amoxcap 10,Aurobindo Pharma,Methylcobalamin (5mg),6 tablets,243.98,methylcobalamin 5mg,2
Cetsol 250,Cipla,rabeprazole 10mg,10 capsules,12.62,rabeprazole 10mg,3
Amoxcin 1000,Glenmark,azithromycin 200 mg,1 bottle,459.35,azithromycin 200mg,7
Pancin 1000,Dr Reddy,esomeprazole(250mg),10 capsules,252.54,esomeprazole 250mg,5
Clavforte 250,Abbott India,Rosuvastatin 40 mg,30 tablets,287.33,rosuvastatin 40mg,0
Cetds 10,Sun Pharma,LOSARTAN-10mg,15 tablets,291.53,losartan 10mg,16
Clavcap 500,Mankind Pharma,Levothyroxine (10 mg),30 tablets,224.87,levothyroxine 10mg,12
Augtab 10,Cipla,omeprazole(100mg),30 tablets,207.58,omeprazole 100mg,3
Omeforte 20,Mankind Pharma,zinc sulphate 40 mg,1 bottle,283.04,zinc sulphate 40mg,12
Mettab 10,Novartis India,Clonazepam 10 mg,5 ml,582.72,clonazepam 10mg,13
Amoxtab 500,Mankind Pharma,omeprazole 1000mg,6 tablets,181.32,omeprazole 1000mg,12
Omesol 10,Pfizer India,Esomeprazole 100 mg,15 tablets,52.02,esomeprazole 100mg,14
Bruxr 20,Sun Pharma,losartan(1000mg),6 tablets,198.14,losartan 1000mg,16
Pansol 1000,GSK India,metformin 400 mg,6 tablets,12.4,metformin 400mg,6
Panxr 250,Dr Reddy,Omeprazole 40  mg,1 bottle,130.13,omeprazole 40mg,5
Omeds 40,Novartis India,AMLODIPINE-20mg,15 tablets,498.32,amlodipine 20mg,13
Doloxr 1000,Himalaya,Aspirin 250  mg,1 bottle,15.23,aspirin 250mg,9
Pansr 20,Aurobindo Pharma,LEVOTHYROXINE-100mg,6 tablets,493.38,levothyroxine 100mg,2
Cetplus 40,Alkem Labs,azithromycin 10 mg,30 tablets,426.76,azithromycin 10mg,1
Bruxr 500,Intas Pharma,losartan 40 mg,6 tablets,170.65,losartan 40mg,10
Ometab 10,Intas Pharma,Ciprofloxacin 500 mg,15 tablets,552.97,ciprofloxacin 500mg,10
Cetsol 1000,Glenmark,Clonazepam (500 mg),10 capsules,552.26,clonazepam 500mg,7
Dolosol 500,Wockhardt,atorvastatin 40 mg,30 tablets,66.34,atorvastatin 40mg,18
Doloplus 250,Wockhardt,Vitamin D3 (250 mg),10 tablets,64.91,vitamin d3 250mg,18
Mettab 40,Wockhardt,cetirizine 400mg,6 tablets,15.03,cetirizine 400mg,18
Dolosr 40,Wockhardt,amoxicillin(40 mg),10 capsules,230.44,amoxicillin 40mg,18
Doloplus 40,Torrent Pharma,Clonazepam (400mg),10 tablets,175.82,clonazepam 400mg,17
Dolosol 250,Zydus Cadila,fexofenadine 5 mg,5 ml,402.13,fexofenadine 5mg,19
Clavsol 10,Sun Pharma,levothyroxine 500mg,5 ml,18.98,levothyroxine 500mg,16
Augplus 40,Himalaya,levothyroxine(1000 mg),6 tablets,18.57,levothyroxine 1000mg,9
Dolosr 20,Cipla,ibuprofen 250 mg,10 capsules,98.67,ibuprofen 250mg,3
Brusol 40,Sanofi India,Metoprolol 1000  mg,10 tablets,528.23,metoprolol 1000mg,15
Clavforte 1000,Lupin,Glimepiride 1000 mg,10 tablets,28.86,glimepiride 1000mg,11
Clavcin 20,Sanofi India,Rabeprazole 40 mg,6 tablets,586.43,rabeprazole 40mg,15
Omecap 40,Alkem Labs,metformin(1000 mg),10 tablets,494.43,metformin 1000mg,1
Cetsol 500,Zydus Cadila,calcium carbonate(20mg),5 ml,573.7,calcium carbonate 20mg,19
Metds 1000,Sun Pharma,fluoxetine 20mg,5 ml,566.18,fluoxetine 20mg,16
Metplus 500,Torrent Pharma,Ranitidine (20 mg),10 tablets,302.11,ranitidine 20mg,17
Augplus 500,Abbott India,Domperidone 250  mg,6 tablets,545.66,domperidone 250mg,0
Pansr 20,Torrent Pharma,metoprolol(250mg),15 tablets,149.17,metoprolol 250mg,17
Clavplus 500,Dabur Pharma,Alprazolam (20 mg),6 tablets,210.69,alprazolam 20mg,4
Panod 1000,Abbott India,methylcobalamin 20mg,5 ml,220.47,methylcobalamin 20mg,0
Bruplus 40,Dabur Pharma,fluoxetine(40 mg),15 tablets,471.95,fluoxetine 40mg,4
Omexr 40,Abbott India,ROSUVASTATIN-20mg,10 capsules,472.65,rosuvastatin 20mg,0
Omesol 40,Lupin,omeprazole 400mg,10 tablets,130.83,omeprazole 400mg,11
Amoxxr 20,Mankind Pharma,Domperidone (500 mg),5 ml,173.12,domperidone 500mg,12
Cetcap 500,Alkem Labs,GLIMEPIRIDE-10mg,15 tablets,514.81,glimepiride 10mg,1
Clavplus 500,GSK India,aspirin 5 mg,10 tablets,354.18,aspirin 5mg,6
Azeesol 10,Novartis India,paracetamol 5 mg,1 bottle,373.84,paracetamol 5mg,13
Brucin 20,Mankind Pharma,azithromycin(10 mg),15 tablets,11.86,azithromycin 10mg,12
Mettab 10,Lupin,diclofenac 1000mg,10 capsules,506.73,diclofenac 1000mg,11
Metsr 40,Novartis India,GABAPENTIN-400mg,10 tablets,172.76,gabapentin 400mg,13
Metsr 250,Lupin,Ciprofloxacin (400 mg),15 tablets,405.32,ciprofloxacin 400mg,11
Augsr 250,Intas Pharma,montelukast 500 mg,10 tablets,17.18,montelukast 500mg,10
Metplus 20,Zydus Cadila,levothyroxine(5 mg),5 ml,436.34,levothyroxine 5mg,19
Metds 1000,Himalaya,IBUPROFEN-400mg,6 tablets,42.31,ibuprofen 400mg,9
Azeecap 1000,GSK India,Gabapentin 200 mg,10 capsules,313.14,gabapentin 200mg,6
Brusol 500,Cipla,Levocetirizine 10  mg,6 tablets,61.64,levocetirizine 10mg,3
Dolosol 250,Himalaya,Fexofenadine (1000mg),30 tablets,360.22,fexofenadine 1000mg,9
Brutab 20,Alkem Labs,doxycycline(40 mg),10 tablets,351.78,doxycycline 40mg,1
Augcap 250,Zydus Cadila,glimepiride(500 mg),10 tablets,239.56,glimepiride 500mg,19
Amoxsr 500,Wockhardt,montelukast 20mg,10 capsules,95.28,montelukast 20mg,18
Clavcin 1000,Zydus Cadila,metformin 10 mg,10 capsules,432.17,metformin 10mg,19
Augcap 40,Sun Pharma,DICLOFENAC-10mg,5 ml,439.13,diclofenac 10mg,16
Dolocin 20,Glenmark,CALCIUM CARBONATE-250mg,6 tablets,66.44,calcium carbonate 250mg,7
Bruforte 40,Torrent Pharma,levocetirizine 400 mg,30 tablets,272.45,levocetirizine 400mg,17
Cetcin 1000,Torrent Pharma,Gabapentin 1000 mg,30 tablets,162.1,gabapentin 1000mg,17
Panplus 40,Intas Pharma,Metformin (250mg),10 tablets,252.11,metformin 250mg,10
Azeesr 1000,Alkem Labs,tramadol(1000 mg),30 tablets,108.87,tramadol 1000mg,1
Amoxxr 10,Zydus Cadila,pregabalin(200 mg),5 ml,87.65,pregabalin 200mg,19
Dolotab 250,GSK India,Domperidone (5 mg),10 capsules,592.74,domperidone 5mg,6
Dolocin 20,Mankind Pharma,cetirizine 1000 mg,6 tablets,407.62,cetirizine 1000mg,12
Pansr 250,Lupin,IBUPROFEN-100mg,30 tablets,467.32,ibuprofen 100mg,11
Omecin 40,Aurobindo Pharma,Telmisartan 40  mg,15 tablets,577.75,telmisartan 40mg,2
Augcin 500,Pfizer India,aspirin(10mg),1 bottle,222.44,aspirin 10mg,14
Clavxr 1000,Torrent Pharma,alprazolam 200mg,1 bottle,224.36,alprazolam 200mg,17
Azeesol 500,Dr Reddy,ranitidine 200mg,6 tablets,309.03,ranitidine 200mg,5
Amoxsr 40,Torrent Pharma,ASPIRIN-20mg,6 tablets,360.65,aspirin 20mg,17
Amoxplus 20,Dr Reddy,tramadol(250 mg),6 tablets,546.42,tramadol 250mg,5
Azeeplus 10,Aurobindo Pharma,paracetamol 200 mg,30 tablets,146.9,paracetamol 200mg,2
Pansr 500,GSK India,glimepiride(400 mg),10 capsules,291.22,glimepiride 400mg,6
Metsr 20,Himalaya,sertraline 10 mg,1 bottle,34.81,sertraline 10mg,9
Azeesr 250,Lupin,rosuvastatin(10mg),5 ml,258.69,rosuvastatin 10mg,11
Bruxr 250,Pfizer India,Montelukast 20  mg,1 bottle,417.71,montelukast 20mg,14
Amoxcap 1000,Aurobindo Pharma,DOMPERIDONE-500mg,5 ml,349.5,domperidone 500mg,2
Pands 1000,GSK India,diclofenac(10 mg),5 ml,256.91,diclofenac 10mg,6
Metod 40,Wockhardt,azithromycin 250mg,6 tablets,405.18,azithromycin 250mg,18
Omeplus 250,GSK India,Montelukast 200 mg,1 bottle,218.42,montelukast 200mg,6
Omeforte 1000,Sun Pharma,metformin 20mg,6 tablets,577.92,metformin 20mg,16
Dolocap 1000,Pfizer India,zinc sulphate 400 mg,5 ml,238.55,zinc sulphate 400mg,14
Dolosr 10,Hetero Drugs,telmisartan 400 mg,30 tablets,565.8,telmisartan 400mg,8
Panforte 250,Torrent Pharma,doxycycline 400mg,15 tablets,599.81,doxycycline 400mg,17
Augcap 20,GSK India,PARACETAMOL-20mg,6 tablets,378.02,paracetamol 20mg,6
Augcin 40,Sanofi India,rabeprazole 200 mg,10 capsules,336.75,rabeprazole 200mg,15
Bruxr 20,Sun Pharma,Pantoprazole 10  mg,15 tablets,327.86,pantoprazole 10mg,16
Cetod 1000,Torrent Pharma,tramadol 10 mg,10 capsules,124.36,tramadol 10mg,17
Metsr 10,Wockhardt,Sertraline (1000 mg),30 tablets,523.44,sertraline 1000mg,18
Amoxod 250,Lupin,Amlodipine 200 mg,1 bottle,355.16,amlodipine 200mg,11
Augcap 1000,Sun Pharma,fexofenadine 200 mg,5 ml,367.57,fexofenadine 200mg,16
Augds 250,Wockhardt,calcium carbonate 1000mg,10 capsules,292.37,calcium carbonate 1000mg,18
Bruod 40,Abbott India,doxycycline 40 mg,15 tablets,111.95,doxycycline 40mg,0
Bruod 40,Dr Reddy,Cetirizine (400 mg),6 tablets,216.66,cetirizine 400mg,5
Pansol 250,Wockhardt,ranitidine 200 mg,30 tablets,594.62,ranitidine 200mg,18
Clavxr 10,Cipla,domperidone(400mg),30 tablets,410.55,domperidone 400mg,3
Metsr 1000,Alkem Labs,doxycycline 200 mg,10 capsules,529.28,doxycycline 200mg,1
Brusol 10,Sanofi India,glimepiride(40mg),30 tablets,433.95,glimepiride 40mg,15
Cetsr 10,Sun Pharma,LEVOTHYROXINE-500mg,5 ml,475.88,levothyroxine 500mg,16
Cetforte 250,Dr Reddy,TRAMADOL-200mg,1 bottle,569.68,tramadol 200mg,5
Amoxplus 40,Dabur Pharma,fexofenadine(20 mg),15 tablets,466.22,fexofenadine 20mg,4
Augod 500,Pfizer India,metoprolol(1000 mg),5 ml,442.41,metoprolol 1000mg,14
Augcap 20,Sanofi India,TELMISARTAN-1000mg,1 bottle,296.66,telmisartan 1000mg,15
Augxr 40,Intas Pharma,Rabeprazole (1000mg),10 tablets,524.22,rabeprazole 1000mg,10
Amoxtab 40,Mankind Pharma,zinc sulphate 1000 mg,5 ml,195.51,zinc sulphate 1000mg,12
Amoxtab 40,Intas Pharma,Metformin (20mg),10 tablets,538.32,metformin 20mg,10
Metsr 250,Torrent Pharma,atorvastatin(20mg),15 tablets,593.12,atorvastatin 20mg,17
Metforte 1000,Dabur Pharma,clonazepam 10mg,1 bottle,25.74,clonazepam 10mg,4
Dolods 1000,Lupin,Atorvastatin (1000mg),6 tablets,226.67,atorvastatin 1000mg,11
Pantab 40,Cipla,Omeprazole 400 mg,6 tablets,418.29,omeprazole 400mg,3
Augsol 250,Sun Pharma,Diclofenac 500  mg,5 ml,117.45,diclofenac 500mg,16
Clavsr 40,Alkem Labs,Diclofenac 5 mg,15 tablets,398.11,diclofenac 5mg,1
Brucap 250,Himalaya,paracetamol 10mg,15 tablets,497.63,paracetamol 10mg,9
Brutab 500,Sun Pharma,pantoprazole 40mg,10 tablets,318.34,pantoprazole 40mg,16
Dolotab 1000,Cipla,Vitamin d3 10  mg,15 tablets,155.73,vitamin d3 10mg,3
Azeecin 250,Dr Reddy,Telmisartan (40 mg),5 ml,574.46,telmisartan 40mg,5
Dolood 40,Lupin,Levothyroxine (400mg),10 capsules,248.62,levothyroxine 400mg,11
Clavxr 10,GSK India,ondansetron 5mg,1 bottle,37.41,ondansetron 5mg,6
Dolocin 1000,Glenmark,CLOPIDOGREL-1000mg,1 bottle,108.13,clopidogrel 1000mg,7
Azeexr 250,Torrent Pharma,metformin(1000 mg),6 tablets,469.97,metformin 1000mg,17
Augtab 250,Mankind Pharma,losartan(10mg),1 bottle,185.66,losartan 10mg,12
Omeod 10,Novartis India,rabeprazole 500mg,10 tablets,405.33,rabeprazole 500mg,13
Augds 10,Mankind Pharma,fluoxetine(500mg),1 bottle,511.36,fluoxetine 500mg,12
Cetod 1000,Intas Pharma,Telmisartan (100mg),30 tablets,461.33,telmisartan 100mg,10
Dolocin 250,Cipla,ibuprofen(5 mg),6 tablets,202.42,ibuprofen 5mg,3
Amoxod 10,Wockhardt,ALPRAZOLAM-10mg,10 capsules,33.46,alprazolam 10mg,18
Pansr 10,Intas Pharma,Methylcobalamin (5 mg),15 tablets,398.4,methylcobalamin 5mg,10
Metxr 1000,Dr Reddy,amoxicillin(10 mg),30 tablets,349.45,amoxicillin 10mg,5
Omecin 1000,Wockhardt,Calcium carbonate 20  mg,6 tablets,156.93,calcium carbonate 20mg,18
Pantab 40,GSK India,Levothyroxine (500mg),1 bottle,500.37,levothyroxine 500mg,6
Augds 1000,Sun Pharma,Azithromycin (400 mg),1 bottle,113.98,azithromycin 400mg,16
Brusr 10,Sanofi India,Tramadol (10 mg),6 tablets,481.09,tramadol 10mg,15
Augcap 40,Hetero Drugs,Vitamin D3 (20mg),15 tablets,223.22,vitamin d3 20mg,8
Augxr 20,Intas Pharma,vitamin d3 200 mg,6 tablets,442.83,vitamin d3 200mg,10
Brucap 250,Mankind Pharma,IBUPROFEN-1000mg,30 tablets,323.01,ibuprofen 1000mg,12
Augcin 250,Zydus Cadila,Pregabalin (400 mg),30 tablets,511.14,pregabalin 400mg,19
Metforte 1000,Pfizer India,METFORMIN-1000mg,10 tablets,374.48,metformin 1000mg,14
Omexr 40,Pfizer India,Levothyroxine 10 mg,1 bottle,252.7,levothyroxine 10mg,14
Pancap 1000,Alkem Labs,Rosuvastatin 400  mg,1 bottle,152.13,rosuvastatin 400mg,1
Cetforte 1000,Dabur Pharma,Domperidone (20mg),15 tablets,220.88,domperidone 20mg,4
Clavsr 20,Torrent Pharma,ibuprofen(1000 mg),10 tablets,482.05,ibuprofen 1000mg,17
Amoxtab 250,Novartis India,Pregabalin (40 mg),15 tablets,589.49,pregabalin 40mg,13
Metod 500,Sanofi India,levothyroxine 400 mg,30 tablets,573.16,levothyroxine 400mg,15
Azeeod 40,Wockhardt,metformin 400mg,10 tablets,512.73,metformin 400mg,18
Dolood 250,Abbott India,rabeprazole(200mg),1 bottle,176.5,rabeprazole 200mg,0
Amoxsr 250,Abbott India,metformin(250 mg),10 tablets,82.88,metformin 250mg,0
Omesol 250,Torrent Pharma,Pantoprazole 20  mg,30 tablets,413.89,pantoprazole 20mg,17
Augforte 1000,Novartis India,metformin(10mg),30 tablets,293.46,metformin 10mg,13
Amoxcin 10,Mankind Pharma,paracetamol 400 mg,1 bottle,102.67,paracetamol 400mg,12
Metcap 250,Hetero Drugs,PARACETAMOL-20mg,30 tablets,227.31,paracetamol 20mg,8
Metforte 500,Cipla,atorvastatin 250 mg,10 tablets,157.71,atorvastatin 250mg,3
Dolotab 500,Hetero Drugs,Pregabalin 5  mg,10 tablets,590.16,pregabalin 5mg,8
Dolotab 1000,Cipla,paracetamol 40 mg,30 tablets,261.27,paracetamol 40mg,3
Clavcap 10,Wockhardt,Doxycycline 20 mg,6 tablets,340.56,doxycycline 20mg,18
Clavsol 250,Pfizer India,diclofenac(400mg),5 ml,343.87,diclofenac 400mg,14
Brusol 10,Cipla,Doxycycline 500 mg,30 tablets,488.23,doxycycline 500mg,3
Amoxod 250,Alkem Labs,Azithromycin 5 mg,10 capsules,89.05,azithromycin 5mg,1
Clavplus 500,Wockhardt,ATORVASTATIN-200mg,1 bottle,262.96,atorvastatin 200mg,18
Clavplus 1000,Glenmark,domperidone 1000mg,6 tablets,571.78,domperidone 1000mg,7
Amoxxr 40,Glenmark,amoxicillin(400 mg),10 tablets,145.76,amoxicillin 400mg,7
Augxr 500,Novartis India,gabapentin(20 mg),10 capsules,149.99,gabapentin 20mg,13
Metsol 500,Zydus Cadila,domperidone 250mg,5 ml,417.37,domperidone 250mg,19
Cetforte 250,Sun Pharma,Cetirizine 200  mg,5 ml,369.46,cetirizine 200mg,16
Amoxsol 20,Sun Pharma,Ibuprofen (200mg),5 ml,550.81,ibuprofen 200mg,16
Cetxr 250,GSK India,Montelukast (20 mg),6 tablets,445.03,montelukast 20mg,6
Azeecin 1000,Alkem Labs,Alprazolam 10  mg,1 bottle,129.45,alprazolam 10mg,1
Metcin 20,Zydus Cadila,metformin(400 mg),15 tablets,280.55,metformin 400mg,19
Augcin 40,Intas Pharma,VITAMIN D3-400mg,1 bottle,414.95,vitamin d3 400mg,10
Azeexr 500,Sun Pharma,Ondansetron (20mg),10 capsules,247.03,ondansetron 20mg,16
Clavxr 250,Wockhardt,Ranitidine (5 mg),10 capsules,16.15,ranitidine 5mg,18
Clavcin 1000,Mankind Pharma,Alprazolam (5 mg),1 bottle,438.33,alprazolam 5mg,12
Bruds 250,Sanofi India,telmisartan 1000 mg,10 tablets,409.15,telmisartan 1000mg,15
Augod 10,Dabur Pharma,glimepiride(10mg),5 ml,12.97,glimepiride 10mg,4
Panod 20,Novartis India,clonazepam 5mg,6 tablets,549.16,clonazepam 5mg,13
Panplus 20,Novartis India,Losartan 5  mg,10 capsules,154.04,losartan 5mg,13
Cetxr 250,Pfizer India,Levothyroxine 400  mg,6 tablets,116.22,levothyroxine 400mg,14
Bruplus 250,Wockhardt,Alprazolam 250 mg,6 tablets,197.54,alprazolam 250mg,18
Augds 250,Sun Pharma,SERTRALINE-100mg,10 capsules,506.38,sertraline 100mg,16
Bruds 20,Lupin,Clopidogrel 400 mg,15 tablets,301.92,clopidogrel 400mg,11
Omesol 40,Novartis India,Clopidogrel 250  mg,6 tablets,442.53,clopidogrel 250mg,13
Cetplus 10,Glenmark,Pantoprazole 10 mg,1 bottle,359.77,pantoprazole 10mg,7
Pands 1000,Wockhardt,Zinc sulphate 40  mg,15 tablets,496.35,zinc sulphate 40mg,18
Omeforte 10,Sun Pharma,telmisartan 1000 mg,5 ml,273.82,telmisartan 1000mg,16
Bruforte 40,Glenmark,azithromycin(40 mg),5 ml,82.13,azithromycin 40mg,7
Bruxr 10,Glenmark,montelukast 20mg,10 capsules,111.32,montelukast 20mg,7
Cetsr 40,Abbott India,Levothyroxine (200mg),10 capsules,555.1,levothyroxine 200mg,0
Cetsol 20,Abbott India,GABAPENTIN-5mg,10 capsules,402.51,gabapentin 5mg,0
Azeexr 500,Wockhardt,metoprolol 500 mg,6 tablets,341.29,metoprolol 500mg,18
Augplus 40,Aurobindo Pharma,metformin 400mg,30 tablets,336.35,metformin 400mg,2
Brucap 10,Himalaya,fluoxetine 1000mg,15 tablets,145.23,fluoxetine 1000mg,9
Panod 250,Dabur Pharma,fexofenadine 1000mg,5 ml,11.76,fexofenadine 1000mg,4
Amoxsol 250,Intas Pharma,rosuvastatin 200 mg,30 tablets,40.37,rosuvastatin 200mg,10
Amoxcap 250,GSK India,TELMISARTAN-1000mg,6 tablets,547.51,telmisartan 1000mg,6
Augsol 250,Himalaya,amlodipine(250 mg),10 capsules,303.45,amlodipine 250mg,9
Omecin 40,Aurobindo Pharma,levocetirizine 1000 mg,10 capsules,272.88,levocetirizine 1000mg,2
Metplus 250,GSK India,Ondansetron (1000mg),10 tablets,386.48,ondansetron 1000mg,6
Bruplus 500,Zydus Cadila,LEVOCETIRIZINE-200mg,1 bottle,191.59,levocetirizine 200mg,19
Dolocin 1000,Wockhardt,LEVOCETIRIZINE-250mg,6 tablets,584.11,levocetirizine 250mg,18
Cetds 1000,Wockhardt,Losartan (1000mg),10 tablets,423.06,losartan 1000mg,18
Clavds 10,Glenmark,Pregabalin 400  mg,30 tablets,554.44,pregabalin 400mg,7
Cetds 40,Hetero Drugs,Metformin (200mg),30 tablets,472.45,metformin 200mg,8
Metcin 40,Torrent Pharma,Metformin 10 mg,6 tablets,153.69,metformin 10mg,17
Amoxsol 500,Intas Pharma,fluoxetine 20 mg,6 tablets,467.22,fluoxetine 20mg,10
Augplus 40,Sanofi India,Montelukast 500  mg,1 bottle,39.85,montelukast 500mg,15
Amoxod 10,Aurobindo Pharma,tramadol 20mg,6 tablets,97.0,tramadol 20mg,2
Panxr 10,Lupin,alprazolam 5mg,10 capsules,379.67,alprazolam 5mg,11
Azeeplus 1000,Himalaya,ibuprofen(500mg),1 bottle,590.7,ibuprofen 500mg,9
Amoxcap 250,Aurobindo Pharma,Methylcobalamin (400mg),6 tablets,84.18,methylcobalamin 400mg,2
Azeeod 250,Mankind Pharma,Rosuvastatin (40 mg),30 tablets,9.04,rosuvastatin 40mg,12
Azeeplus 500,Hetero Drugs,Methylcobalamin (200 mg),5 ml,164.58,methylcobalamin 200mg,8
Metplus 1000,Abbott India,ROSUVASTATIN-10mg,30 tablets,41.08,rosuvastatin 10mg,0
Metod 1000,Alkem Labs,Alprazolam 250 mg,10 tablets,369.33,alprazolam 250mg,1
Pansr 500,Glenmark,diclofenac 400 mg,10 capsules,598.11,diclofenac 400mg,7
Omecap 10,Lupin,Clonazepam (40mg),5 ml,190.67,clonazepam 40mg,11
Augds 20,Torrent Pharma,alprazolam 1000mg,30 tablets,353.51,alprazolam 1000mg,17
Pansr 250,Cipla,Tramadol 500 mg,30 tablets,376.06,tramadol 500mg,3
Augxr 500,Alkem Labs,Ondansetron 20 mg,15 tablets,559.55,ondansetron 20mg,1
Metsr 20,Sanofi India,Fluoxetine 500 mg,10 capsules,555.37,fluoxetine 500mg,15
Brusol 10,Himalaya,pantoprazole(5mg),10 capsules,342.9,pantoprazole 5mg,9
Clavds 40,Lupin,esomeprazole 200mg,5 ml,140.92,esomeprazole 200mg,11
Cetod 250,Mankind Pharma,methylcobalamin(20mg),1 bottle,67.56,methylcobalamin 20mg,12
Amoxsr 20,Mankind Pharma,levothyroxine 200 mg,1 bottle,500.06,levothyroxine 200mg,12
Omesr 20,Alkem Labs,ESOMEPRAZOLE-250mg,15 tablets,564.94,esomeprazole 250mg,1
Omeod 10,Glenmark,Doxycycline 100 mg,1 bottle,451.67,doxycycline 100mg,7
Pancin 500,Sun Pharma,Metformin (20mg),5 ml,303.24,metformin 20mg,16
Panforte 250,Pfizer India,methylcobalamin(500 mg),10 tablets,384.81,methylcobalamin 500mg,14
Panforte 500,Lupin,METFORMIN-10mg,10 capsules,533.18,metformin 10mg,11
Clavcap 40,Novartis India,CALCIUM CARBONATE-5mg,1 bottle,523.63,calcium carbonate 5mg,13
Clavsr 1000,Aurobindo Pharma,RABEPRAZOLE-40mg,10 capsules,123.11,rabeprazole 40mg,2
